ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
MDA	Moldova	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Moldovan leu Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.192	1.821	4.737	6.480	7.798	8.917	9.122	12.322	16.345	19.052	22.556	27.619	32.032	37.652	44.754	53.430	62.922	60.430	71.885	82.349	88.228	100.510	112.050	122.563	134.937	150.158	164.278	179.047	195.143	212.891	232.254	2016
MDA	Moldova	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.864	1.110	1.158	1.441	1.694	1.928	1.697	1.172	1.315	1.481	1.662	1.981	2.598	2.988	3.408	4.401	6.055	5.438	5.813	7.018	7.283	7.985	7.983	6.496	6.773	7.945	8.709	9.296	9.828	10.354	10.726	2016
MNG	Mongolia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price. Latest actual data: 2016 Notes: Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Mongolian togrog Data last updated: 09/2017	9.437	10.374	11.463	12.241	12.567	13.093	13.006	13.564	14.391	14.991	14.620	26.417	65.608	266.121	446.622	761.454	862.608	1,090.451	1,105.103	1,262.980	1,430.745	1,629.525	1,814.234	2,137.228	2,749.150	3,530.374	4,807.537	6,285.175	9,451.763	8,592.973	9,756.588	13,173.763	16,688.420	19,174.243	22,227.054	23,134.068	23,886.409	26,845.536	28,903.075	32,446.009	35,999.207	40,286.266	46,283.632	2016
MNG	Mongolia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	3.188	3.336	3.463	3.590	3.316	3.851	4.250	4.776	4.797	4.997	3.131	3.297	1.831	0.902	1.082	1.697	1.573	1.380	1.314	1.236	1.329	1.485	1.634	1.864	2.317	2.930	4.084	5.370	8.084	5.976	7.185	10.410	12.293	12.582	12.196	11.718	11.031	10.869	11.553	12.451	13.249	14.200	15.625	2016
MNE	Montenegro	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: European System of Accounts (ESA) 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.066	1.295	1.360	1.510	1.670	1.815	2.149	2.680	3.086	2.981	3.125	3.265	3.181	3.362	3.458	3.625	3.773	3.970	4.187	4.385	4.562	4.785	5.027	2015
MNE	Montenegro	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.985	1.160	1.285	1.708	2.076	2.261	2.698	3.674	4.541	4.152	4.147	4.543	4.090	4.466	4.595	4.022	4.175	4.405	4.751	4.996	5.202	5.436	5.684	2015
MAR	Morocco	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 2007 Primary domestic currency: Moroccan dirham Data last updated: 08/2017	86.600	92.379	108.583	115.883	131.314	151.374	180.851	183.161	212.999	226.677	248.754	281.096	287.825	294.364	327.665	333.319	376.191	372.962	401.524	408.177	412.897	446.012	465.492	498.482	528.764	552.671	603.737	647.532	716.959	748.483	784.624	820.077	847.881	897.923	925.376	988.021	1,016.119	1,073.461	1,121.542	1,187.042	1,258.258	1,337.269	1,423.060	2016
MAR	Morocco	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	21.998	17.860	18.028	16.296	14.904	15.043	19.864	21.911	25.947	26.706	30.180	32.286	33.712	31.656	35.605	39.029	43.162	39.147	41.806	41.632	38.859	39.460	42.238	52.064	59.626	62.343	68.641	79.041	92.507	92.897	93.217	101.371	98.266	106.826	110.081	101.187	103.607	110.708	118.623	125.894	133.575	141.665	150.366	2016
MOZ	Mozambique	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2016 Notes: Data prior to 1992 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993. Authorities have incorporated certain aspects of the 2008 SNA manual. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: No Primary domestic currency: Mozambican metical Data last updated: 09/2017	0.188	0.148	0.162	0.154	0.170	0.228	0.251	0.811	1.302	2.043	3.850	4.615	5.721	9.245	14.845	22.771	39.163	47.455	55.912	65.567	73.218	94.578	117.781	131.962	152.398	175.150	207.448	242.038	279.331	300.270	344.839	381.692	433.122	482.233	531.777	591.679	689.213	808.577	902.372	1,009.720	1,135.101	1,281.986	1,543.119	2016
MOZ	Mozambique	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	5.401	4.195	4.285	3.838	3.998	5.285	6.203	2.803	2.463	2.574	4.130	3.217	2.177	2.265	2.458	2.524	3.468	4.110	4.718	5.167	4.667	4.567	4.977	5.549	6.749	7.595	8.304	9.466	11.555	11.243	10.457	13.131	15.178	16.013	16.872	14.798	11.272	12.345	14.756	15.929	17.293	18.846	21.892	2016
MMR	Myanmar	Gross domestic product, current prices	National currency	Billions	Source: Ministry of National Planning and Economic Development Latest actual data: 2015/16 National accounts manual used: Other GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: April/March Base year: 2010/11 Chain-weighted: No Primary domestic currency: Myanmar kyat Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,289.664	1,854.447	2,523.228	2,940.724	4,087.807	6,480.241	8,889.470	10,458.842	14,154.240	19,414.221	26,882.986	31,643.675	34,896.518	39,776.765	46,307.888	51,259.260	58,011.626	65,262.093	72,714.021	81,127.983	93,173.379	106,980.206	123,028.895	141,412.085	162,263.786	185,159.020	2016
MMR	Myanmar	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.441	9.777	10.259	7.462	7.808	12.058	12.173	13.809	16.707	23.250	34.490	37.998	49.541	59.977	59.731	60.133	65.575	59.485	64.366	66.966	74.002	82.178	91.167	100.980	111.361	2016
NAM	Namibia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Namibia dollar Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.344	7.880	8.594	9.445	11.549	12.706	15.011	16.750	17.787	20.684	27.126	30.538	35.430	37.306	42.679	46.176	54.026	61.583	70.111	75.214	82.599	90.108	106.864	122.792	138.763	147.635	161.030	172.043	186.529	204.023	223.289	244.662	268.092	2016
NAM	Namibia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.838	2.854	3.014	2.891	3.254	3.503	3.494	3.636	3.215	3.384	3.911	3.550	3.369	4.932	6.617	7.258	7.984	8.730	8.496	8.915	11.281	12.423	13.016	12.724	12.796	11.577	10.945	12.558	13.278	14.021	14.791	15.577	16.407	2016
NRU	Nauru	Gross domestic product, current prices	National currency	Billions	Source: Nauru Authorities, IMF staff estimates Latest actual data: 2015/16. Nauru Authorities, IMF staff estimates National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2006/07 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.044	0.041	0.038	0.026	0.044	0.060	0.056	0.074	0.101	0.106	0.127	0.120	0.140	0.151	0.147	0.149	0.153	0.159	0.165	2016
NRU	Nauru	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.031	0.031	0.028	0.020	0.039	0.044	0.049	0.073	0.104	0.109	0.117	0.100	0.102	0.114	0.116	0.118	0.121	0.125	0.130	2016
NPL	Nepal	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015/16 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: August/July. Fiscal year starts on July 16th. Base year: 2000/01. Data prior to 2000/01 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2017	23.759	27.784	30.270	35.317	41.770	50.012	59.822	68.560	82.561	95.833	111.021	132.905	163.944	188.601	213.925	235.292	267.217	301.140	322.968	367.188	407.394	441.519	459.443	492.231	536.749	589.412	654.084	727.827	815.658	988.272	1,192.774	1,366.954	1,527.344	1,695.011	1,964.540	2,130.150	2,247.427	2,599.234	2,891.884	3,176.391	3,478.373	3,809.686	4,173.243	2016
NPL	Nepal	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.980	2.315	2.340	2.560	2.708	2.812	3.060	3.175	3.743	3.784	3.894	4.261	3.872	4.158	4.344	4.716	4.861	5.284	5.253	5.404	5.731	5.891	5.976	6.328	7.274	8.180	9.044	10.325	12.545	12.855	16.002	19.011	18.852	19.270	19.995	21.411	21.142	24.065	26.085	27.924	29.947	32.099	34.409	2016
NLD	Netherlands	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2017	170.736	179.032	186.279	193.534	202.364	211.479	218.306	221.650	231.157	244.629	258.837	273.414	285.020	293.215	308.124	325.341	340.964	364.961	389.315	414.838	448.061	476.696	494.501	506.671	523.939	545.609	579.212	613.280	639.163	617.540	631.512	642.929	645.164	652.748	663.008	683.457	702.641	731.059	757.429	780.182	804.241	828.552	853.597	2016
NLD	Netherlands	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	189.524	158.867	153.892	149.824	139.468	141.524	197.217	241.531	258.309	254.538	314.016	323.511	358.001	348.101	373.918	446.932	445.845	412.717	433.086	442.555	414.018	426.940	467.016	572.958	651.416	679.695	727.287	840.583	940.665	860.108	837.949	894.576	829.406	866.951	881.033	758.381	777.548	824.480	891.037	921.990	951.934	977.292	1,002.526	2016
NZL	New Zealand	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Statistics New Zealand Latest actual data: 2016 GDP valuation: Market prices. Data refer to calendar years Start/end months of reporting year: January/December Base year: 2009/10. The base year is 2009Q2 to 2010Q1 Chain-weighted: Yes, from 1987 Primary domestic currency: New Zealand dollar Data last updated: 08/2017	23.117	26.943	30.864	33.572	38.630	45.176	52.297	62.360	69.271	73.626	76.680	75.247	77.298	82.848	89.058	94.772	100.439	103.898	105.805	111.127	118.368	126.248	133.657	141.636	152.983	160.720	168.997	183.322	189.657	191.965	201.454	211.240	215.970	227.669	239.530	247.542	260.721	278.051	292.089	306.532	321.158	336.663	352.188	2016
NZL	New Zealand	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	22.520	23.439	23.205	22.453	22.347	22.516	27.399	36.930	45.439	44.062	45.774	43.579	41.596	44.799	52.873	62.212	69.065	68.887	56.781	58.847	54.138	53.105	62.047	82.470	101.582	113.204	109.764	134.948	135.524	121.733	145.308	167.126	175.060	186.809	199.011	173.347	181.713	200.837	215.172	226.487	237.358	248.605	259.782	2016
NIC	Nicaragua	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2016 Notes: Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. National accounts manual used: System of National Accounts (SNA) 1993. In 2012 Nicaragua officially changed the base year of the national accounts from 1994 to 2006. In 2003 Nicaragua officially changed the base year of the national accounts from 1980 to 1994 and adopted the United Nations System of National Accounts (SNA93) for the calculation of GDP. Methodology described in: http://www.bcn.gob.ni/publicaciones/eventuales/pib_trimestral/PIB_Trimestral.pdf GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 1994. annual overlap Primary domestic currency: Nicaraguan córdoba Data last updated: 09/2017	--	--	--	--	--	--	--	--	--	0.007	0.519	15.706	19.470	23.365	25.961	31.178	36.341	41.477	49.051	57.346	64.812	71.563	74.445	80.390	92.323	105.777	118.838	136.950	164.602	168.791	187.053	219.182	247.994	271.530	308.403	347.463	378.661	411.462	459.898	514.780	577.291	646.430	724.680	2016
NIC	Nicaragua	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.832	2.156	2.497	2.900	3.966	3.854	5.800	3.409	1.499	2.082	0.519	3.678	3.894	3.726	3.861	4.140	4.308	4.390	4.635	4.856	5.109	5.335	5.224	5.322	5.793	6.321	6.764	7.423	8.497	8.297	8.759	9.774	10.532	10.983	11.880	12.748	13.230	13.692	14.575	15.538	16.595	17.697	18.895	2016
NER	Niger	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	530.000	589.900	663.000	687.100	638.400	647.100	659.300	671.100	679.200	695.300	675.223	656.741	620.699	628.800	867.900	876.488	961.607	1,010.315	1,166.788	1,177.847	1,186.278	1,329.445	1,439.530	1,534.306	1,530.443	1,776.953	1,906.838	2,052.962	2,419.656	2,548.447	2,832.286	3,024.270	3,544.186	3,788.275	4,069.164	4,268.887	4,440.534	4,666.525	4,996.261	5,344.462	5,791.272	6,261.536	6,785.275	2016
NER	Niger	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2.509	2.171	2.018	1.803	1.461	1.440	1.904	2.233	2.280	2.180	2.480	2.328	2.345	2.221	1.563	1.756	1.880	1.733	1.981	1.916	1.671	1.815	2.073	2.645	2.901	3.375	3.650	4.290	5.429	5.411	5.729	6.415	6.946	7.670	8.243	7.221	7.492	7.892	8.644	9.282	10.067	10.843	11.695	2016
NGA	Nigeria	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Official re-based (2010) data for 2010-13 was published in July 2014, based on SNA 2008. Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. Latest actual data: 2016 Notes: Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. from October WEO submission Chain-weighted: No Primary domestic currency: Nigerian naira Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	499.677	596.045	909.803	1,259.070	1,762.813	2,895.201	3,779.133	4,111.641	4,588.990	5,307.362	6,897.482	8,134.142	11,332.253	13,301.559	17,321.295	22,269.978	28,662.469	32,995.384	39,157.884	44,285.561	55,469.351	63,713.361	72,599.631	81,009.965	90,136.985	95,177.736	102,575.419	120,191.694	140,331.466	163,349.143	190,449.017	221,870.120	258,510.921	2016
NGA	Nigeria	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	62.165	60.131	52.275	56.807	80.128	132.230	172.686	187.866	209.677	57.477	67.824	73.128	93.983	102.935	130.345	169.645	222.791	262.215	330.260	297.458	369.062	414.095	460.952	514.965	568.496	493.841	405.442	394.818	460.660	536.320	588.841	610.302	633.107	2016
